Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
943;35990;Unknown (Unnamed investor 233);1796;Edo State Government;Материнская компания;;40.0;;;;
944;35990;Unknown (Unnamed investor 233);1374;Unnamed investor 233;Материнская компания;;60.0;;;;
945;36051;Unknown (Blue Lakes Limited);1444;Blue Lakes Limited;Материнская компания;;;;;;
946;36044;Unknown (Fenno Caledonian);1435;Fenno Caledonian;Материнская компания;;;;;;
947;35994;Compagnie Hévéicole de Cavally (CHC);1378;Société d’Investissement pour l’Agriculture Tropicale (SIAT);Материнская компания;;60.0;;;;Other source stated that In August 2007, Siat acquired 100% ownership of Compagnie Hévéicole de Cavally (CHC) from CDC London, who in turn acquired the company from the Government of Ivory Coast in the early eighties
950;36001;Unknown (Lix Konti Ranch & Industries Ltd);1385;Lix Konti Ranch & Industries Ltd;Материнская компания;;;;;;
951;36002;Unknown (Kwara Greens Ltd);1386;Kwara Greens Ltd;Материнская компания;;;;;;
952;36003;Unknown (Jatropha Farmers Development Foundation);3171;Jatropha Farmers Development Foundation;Материнская компания;;;;;;
953;36004;Kwara Casplex Limited;1388;Casplex Ltd.;Материнская компания;;;;;;
954;36005;Unknown (Jan-Kasal Company);1389;Jan-Kasal Company;Материнская компания;;100.0;;;;
955;36006;Unknown (ZJS International Company);3174;ZJS International Company;Материнская компания;;;;;;
957;36008;Unknown (Tunslaq Nig. Ltd);3173;Tunslaq Nigeria Limited;Материнская компания;;;;;;
958;36009;Unknown (Dana Foods Ltd);1393;Dana Foods Ltd;Материнская компания;;;;;;
959;36010;Unknown (Future Energy Ltd.);1394;Future Energy Ltd.;Материнская компания;;;;;;
963;36015;Unknown (Vietnam Africa Agricultural Development Company);1399;Vietnam Africa Agricultural Development Company (VAADCO);Материнская компания;;;;;;
964;36050;Equatoria Teak Company;1916;Maris Capital;Материнская компания;;;;;;
965;36017;Unknown (Viscount Energy);1401;Viscount Energy;Материнская компания;;;;;;
967;36021;Rwanda Biofuels Ltd.;2244;Eco-Fuel Global;Материнская компания;;;;;;
968;36021;Rwanda Biofuels Ltd.;2245;Eco-Positive Ltd;Материнская компания;;;;;;
970;36025;Unknown (Hail Agricultural Development Company (HADCO));1411;Hail Agricultural Development Company (HADCO);Материнская компания;;100.0;;;;
971;36026;Unknown (Jenat);1412;Jannat Agricultural Investment Company;Материнская компания;;;;;;
975;36042;Unknown (Aweil Rice Scheme (donor funding from EU, GTZ implements));1914;Ministry of Agriculture Northern Bahr-el-Ghazal State;Материнская компания;;;;;;
976;36043;Unknown (Egyptian Irrigation Scheme);891;Government of Egypt;Материнская компания;;;;;;
977;36045;Unknown (Yen Thumb Group);1436;Yen Thumb Group;Материнская компания;;;;;;
978;36046;Eastern Equatorial State Ministry of Wildlife;1437;EES Ministry of Wildlife;Материнская компания;;;;;;
979;36047;Unknown (M.A.J Foundation);1438;M.A.J Foundation;Материнская компания;;;;;;
980;36053;Unknown (DATONG Enterprises);1447;DATONG Enterprises;Материнская компания;;100.0;;;;
1005;36055;Unknown (AgroAfrica AS);1449;AgroAfrica AS;Материнская компания;;100.0;;;;
1006;36106;Unknown (Yes Bank (on behalf of clients in the food production industry));1504;Yes Bank (on behalf of clients in the food production industry);Материнская компания;;;;;;
1007;36054;Unknown (Dangote Industries);1448;Dangote Industries;Материнская компания;;100.0;;;;
1008;36062;Mozdahir Energies;2441;Mozdahir;Материнская компания;;;;;;
1014;36075;Unknown (Bioking);1470;Bioking;Материнская компания;;100.0;;;;
1018;36083;Unknown (Sierra Gold Corporation);1478;Sierra Gold Corporation;Материнская компания;;;;;;
1019;36091;USA Distillers Pty Ltd;1488;USA Distillers;Материнская компания;;;;;;
1022;36104;Unknown (Ortello Business Corporation);1502;Ortello Business Corporation;Материнская компания;;;;;;
1026;36108;Unknown (Korea Rural Community Corporation (KRC));1506;Korea Rural Community Crop (KRC);Материнская компания;;;;;;
1027;36108;Unknown (Korea Rural Community Corporation (KRC));1494;Rufiji Basin Development Authority (RUBADA);Материнская компания;;;;;;
1032;36116;Unknown (African Green Oils);3178;African Green Oils;Материнская компания;;100.0;;;;
1035;36121;Kilimanjaro aloe vera  plantation Ltd.;2707;Kilimanjaro aloe vera  plantation Ltd (British);Материнская компания;;;;;;
1040;36133;Mtibwa Sugar Estate Ltd;1535;Super Group of Companies Ltd.;Материнская компания;;;;;;
1086;36152;Unknown (Government, Unnamed investor 265);891;Government of Egypt;Материнская компания;;;;;;
1087;36152;Unknown (Government, Unnamed investor 265);1556;Unnamed investor 265;Материнская компания;;;;;;
1088;36151;Unknown (Holland Dairies);2591;Katani Ltd.;Материнская компания;;;;;;
1089;36151;Unknown (Holland Dairies);1554;K.I. Samen B.V.;Материнская компания;;;;;;
1090;36151;Unknown (Holland Dairies);1555;Holland Dairies;Материнская компания;;;;;;
1091;36151;Unknown (Holland Dairies);2590;Tanga Dairies Cooperative Union;Материнская компания;;;;;;
1094;36157;Unknown (Unnamed investor 268);1561;Unnamed investor 268;Материнская компания;;;;;;
1097;36164;Unknown (Forests Absorbing Carbon-dioxide Emissions);1568;Forests Absorbing Carbon-dioxide Emissions;Материнская компания;;;;;;
1103;36181;Unknown (La région de Bruxelles la Capitale);1583;La région de Bruxelles la Capitale;Материнская компания;;100.0;;;;
1104;36182;Mayumbe SCAM;1584;Groupe Blattner Elwyn;Материнская компания;;;;;;
1110;36197;Unknown (Unnamed investor 284);1600;Unnamed investor 284;Материнская компания;;;;;;
1112;36203;Unknown (AG-Zam);1606;AG-Zam;Материнская компания;;100.0;;;;
1116;36219;Unknown (Vatukoula Gold Mines ( Before called River Diamonds PLC));1623;Vatukoula Gold Mines ( Before called River Diamonds PLC);Материнская компания;;;;;;
1117;36245;Unknown (President Obasanjo);1648;President Obasanjo;Материнская компания;;;;;;
1161;36269;Unknown (Delta Petroli);1672;Delta Petroli;Материнская компания;;;;;;
1165;36276;Unknown (Communauté economique des etats de l'Africa de l'Ouest (CEDEAO));1680;Communauté economique des etats de l'Africa de l'Ouest (CEDEAO);Материнская компания;;;;;;
1168;36283;Mauritius' Regional Development Company Limited (RDC);1687;Mauritius Ministry of Agro Industry;Материнская компания;Доли капитала;100.0;;;;
1172;36292;Unknown (Unnamed investor 304);1697;Unnamed investor 304;Материнская компания;;;;;;
1173;36303;Unknown (Sayegh Group);1709;Sayegh Group;Материнская компания;;;;;;
1175;36308;Al Anhar Est For Production Of Agriculture crops;1714;Al Anhar Group;Материнская компания;;;;;;
1182;36325;Unknown (Moçambique Safaris);1732;Moçambique Safaris;Материнская компания;;;;;;
1183;36326;Unknown (Aderito Augusto Parra);1733;Aderito Augusto Parra;Материнская компания;;;;;;
1185;36330;Unknown (Gaza Safaris Lda);1736;Gaza Safaris Lda;Материнская компания;;;;;;
1187;36332;Unknown (Chicualacuala Agri-Farms, Limitada);1738;Chicualacuala Agri-Farms, Limitada;Материнская компания;;;;;;
1188;36336;Unknown (Sociedade Agro Pec. Mapulangue Sarl);1742;Sociedade Agro Pec. Mapulangue Sarl;Материнская компания;;;;;;
1191;36341;Unknown (Bonafarm Group);1746;Bonafarm Group;Материнская компания;;100.0;;;;
1234;36342;Zambia Sugar Plc;1225;Illovo Sugar Africa;Материнская компания;;82.0;;;;Zambia Sugar is listed on the Lusaka Securities Exchange (LuSE) with 25% held as free float by institutional and private investors. 75% of the Company’s shares are held by the Illovo Sugar Africa Group.
1235;36343;Unknown (Sepahan Afrique);1748;Sepahan Afrique;Материнская компания;;;;;;
1236;36346;Unknown (Grynberg Petroleum, MOST Ethanol Co);1753;Grynberg Petroleum;Материнская компания;;;;;;
1238;36350;Win-Agri Sierra Leone;2447;Windcliffe;Материнская компания;;;;;;
1242;36356;Macs-in-Moz;1765;Amorentia Estate;Материнская компания;;100.0;;;;
1244;36361;Unknown (Nasseria Investments);1770;Nasseria Investments;Материнская компания;;;;;;
1245;36364;Episteme Mozambique Lda;1773;Baobab Resources PLC;Материнская компания;;;;;;
1246;36364;Episteme Mozambique Lda;2289;Episteme Partners (Pty);Материнская компания;;;;;;
1247;36365;Southern African Oils;1774;Sogein;Материнская компания;;;;;;
1250;36369;Unknown (Rizhao Sunway International);1778;Rizhao Sunway International;Материнская компания;;100.0;;;;
1252;36373;Unknown (G-group);1782;G-group;Материнская компания;;100.0;;;;
1257;36401;Eco-Energy Vietnam;1826;Eco-Carbone;Материнская компания;;79.0;;;;
1258;36403;Okitipupa Oil Palm Plc;1820;Ondo State Government;Материнская компания;;34.0;;;;
1259;36403;Okitipupa Oil Palm Plc;1828;Estaport Farms Ltd;Материнская компания;;34.0;;;;
1266;36353;Tree Farms Sudan Ltd;1293;Green Resources AS;Материнская компания;;;;;;
1267;36435;Unknown (Nitol-Niloy Group);1863;Nitol-Niloy Group;Материнская компания;;;;;;
1268;36438;Kibimba Rice Company;1866;Tilda Rice Company;Материнская компания;;20.0;;;;
1269;36443;Unknown (Bhati Bangla Agrotec);1875;Bhati Bangla Agrotec;Материнская компания;;;;;;
1270;36444;Unknown (Fuel Ethanol and Agricultural Plantation);1876;Fuel Ethanol and Agricultural Plantation;Материнская компания;;;;;;
1272;36447;Ramu Agri Industries Ltd (RAIL);1879;New Britain Palm Oil Limitted (NBPOL);Материнская компания;;;;;;
1274;36451;Unknown (Piet Kemp);1882;Piet Kemp;Материнская компания;;;;;;
1275;36455;Unknown (Blue Sky Uranium Corp);1889;Blue Sky Uranium Corp;Материнская компания;;100.0;;;;
1276;36456;Cosmo Oil Co. Ltd.;1890;Cosmo Oil Company, Limited;Материнская компания;;;;;;
1319;36560;Unknown (SODHAI, Unnamed investor 153);979;Unnamed investor 153;Материнская компания;;;;;;
1320;36560;Unknown (SODHAI, Unnamed investor 153);2024;SODHAI;Материнская компания;;;;;;
1321;36562;Unknown (J Bet);2026;J Bet;Материнская компания;;;;;;
1323;36509;Unknown (Societe Djiboutienne de Securite Alimentaire);1954;Societe Djiboutienne de Securite Alimentaire;Материнская компания;;;;;;
1328;36515;Unknown (Cevital);1960;Cevital;Материнская компания;;;;;;
1329;36516;Plantation J. Eglin SA;1961;Société Internationale de Plantations et de Finance (SIPEF);Материнская компания;;;;;;
1331;35256;Adani Power Private Ltd;2211;Adani Group;Материнская компания;;;;;;
1332;36574;Unknown (Lesa PLC);2040;Lesa PLC;Материнская компания;;;;;;
1337;36547;Koulikoro Biocarburant SA;1996;Koninklijk Instituut voor de Tropen (KIT);Материнская компания;;20.0;;;;
1338;36547;Koulikoro Biocarburant SA;1997;Union of jatropha producers' cooperative in Koulikoro;Материнская компания;;20.0;;;;
1339;36547;Koulikoro Biocarburant SA;1249;Dutch Developer;Материнская компания;;20.0;;;;
1349;36565;Unknown (And-Net International Trading Company);2027;And-Net International Trading Company;Материнская компания;;100.0;;;;
