kpi_enum,territory,territory_code,group,value,cnt_cost_not_null,layer,value_data,value_data_prev,month,year,territory_en
avg_cost_per_one_ha,Україна,UA00000000000000000,,214162.857142857,9858,-1,,,7,2021,Ukraine
avg_cost_per_one_ha,Вінницька область,UA05000000000010236,,141603.658536585,266,-1,,,7,2021,"Vinnytsia Oblast, Ukraine"
avg_cost_per_one_ha,Волинська область,UA07000000000024379,,214906.832298137,317,-1,,,7,2021,"Volyn Oblast, Ukraine"
avg_cost_per_one_ha,Дніпропетровська область,UA12000000000090473,,160000,471,-1,,,7,2021,"Dnipropetrovsk Oblast, Ukraine"
avg_cost_per_one_ha,Донецька область,UA14000000000091971,,179906.753575955,300,-1,,,7,2021,"Donetsk Oblast, Ukraine"
avg_cost_per_one_ha,Житомирська область,UA18000000000041385,,117702.448210923,175,-1,,,7,2021,"Zhytomyr Oblast, Ukraine"
avg_cost_per_one_ha,Закарпатська область,UA21000000000011690,,106222.378804961,214,-1,,,7,2021,"Zakarpattia Oblast, Ukraine"
avg_cost_per_one_ha,Запорізька область,UA23000000000064947,,114728.810931721,276,-1,,,7,2021,"Zaporizhzhia Oblast, Ukraine"
avg_cost_per_one_ha,Івано-Франківська область,UA26000000000069363,,566500,125,-1,,,7,2021,"Ivano-Frankivsk Oblast, Ukraine"
avg_cost_per_one_ha,Київська область,UA32000000000030281,,682500,2777,-1,,,7,2021,"Kyiv Oblast, Ukraine"
avg_cost_per_one_ha,Кіровоградська область,UA35000000000016081,,102478.55626327,96,-1,,,7,2021,"Kirovohrad Oblast, Ukraine"
avg_cost_per_one_ha,Луганська область,UA44000000000018893,,67600,47,-1,,,7,2021,"Luhansk Oblast, Ukraine"
avg_cost_per_one_ha,Львівська область,UA46000000000026241,,537861.811391223,879,-1,,,7,2021,"Lviv Oblast, Ukraine"
avg_cost_per_one_ha,Миколаївська область,UA48000000000039575,,115024,239,-1,,,7,2021,"Mykolaiv Oblast, Ukraine"
avg_cost_per_one_ha,Одеська область,UA51000000000030770,,484434.434434434,531,-1,,,7,2021,"Odesa Oblast, Ukraine"
avg_cost_per_one_ha,Полтавська область,UA53000000000028050,,67746.4788732394,575,-1,,,7,2021,"Poltava Oblast, Ukraine"
avg_cost_per_one_ha,Рівненська область,UA56000000000066151,,128558.58021888,372,-1,,,7,2021,"Rivne Oblast, Ukraine"
avg_cost_per_one_ha,Сумська область,UA59000000000057109,,39811.320754717,299,-1,,,7,2021,"Sumy Oblast, Ukraine"
avg_cost_per_one_ha,Тернопільська область,UA61000000000060328,,197392,141,-1,,,7,2021,"Ternopil Oblast, Ukraine"
avg_cost_per_one_ha,Харківська область,UA63000000000041885,,376534.859521332,435,-1,,,7,2021,"Kharkiv Oblast, Ukraine"
avg_cost_per_one_ha,Херсонська область,UA65000000000030969,,346696.192148617,170,-1,,,7,2021,"Kherson Oblast, Ukraine"
avg_cost_per_one_ha,Хмельницька область,UA68000000000099709,,197200,399,-1,,,7,2021,"Khmelnytskyi Oblast, Ukraine"
avg_cost_per_one_ha,Черкаська область,UA71000000000010357,,250000,228,-1,,,7,2021,"Cherkasy Oblast, Ukraine"
avg_cost_per_one_ha,Чернівецька область,UA73000000000044923,,158691.176470588,184,-1,,,7,2021,"Chernivtsi Oblast, Ukraine"
avg_cost_per_one_ha,Чернігівська область,UA74000000000025378,,67000,211,-1,,,7,2021,"Chernihiv Oblast, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,7058762.24677716,131,-1,,,7,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,7218781.21878122,129,-1,,,7,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,6948612.5385406,80,-1,,,7,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,Україна,UA00000000000000000,,310917.721518987,9043,-1,,,8,2021,Ukraine
avg_cost_per_one_ha,Вінницька область,UA05000000000010236,,166400,221,-1,,,8,2021,"Vinnytsia Oblast, Ukraine"
avg_cost_per_one_ha,Волинська область,UA07000000000024379,,229973.7,307,-1,,,8,2021,"Volyn Oblast, Ukraine"
avg_cost_per_one_ha,Дніпропетровська область,UA12000000000090473,,210500,441,-1,,,8,2021,"Dnipropetrovsk Oblast, Ukraine"
avg_cost_per_one_ha,Донецька область,UA14000000000091971,,246221.329653129,210,-1,,,8,2021,"Donetsk Oblast, Ukraine"
avg_cost_per_one_ha,Житомирська область,UA18000000000041385,,197222.222222222,182,-1,,,8,2021,"Zhytomyr Oblast, Ukraine"
avg_cost_per_one_ha,Закарпатська область,UA21000000000011690,,271985.494106981,229,-1,,,8,2021,"Zakarpattia Oblast, Ukraine"
avg_cost_per_one_ha,Запорізька область,UA23000000000064947,,193800,241,-1,,,8,2021,"Zaporizhzhia Oblast, Ukraine"
avg_cost_per_one_ha,Івано-Франківська область,UA26000000000069363,,333333.333333333,133,-1,,,8,2021,"Ivano-Frankivsk Oblast, Ukraine"
avg_cost_per_one_ha,Київська область,UA32000000000030281,,838480.612926714,2458,-1,,,8,2021,"Kyiv Oblast, Ukraine"
avg_cost_per_one_ha,Кіровоградська область,UA35000000000016081,,171641.215923643,68,-1,,,8,2021,"Kirovohrad Oblast, Ukraine"
avg_cost_per_one_ha,Луганська область,UA44000000000018893,,80585.5582995511,30,-1,,,8,2021,"Luhansk Oblast, Ukraine"
avg_cost_per_one_ha,Львівська область,UA46000000000026241,,652741.514360313,937,-1,,,8,2021,"Lviv Oblast, Ukraine"
avg_cost_per_one_ha,Миколаївська область,UA48000000000039575,,178325.212464589,202,-1,,,8,2021,"Mykolaiv Oblast, Ukraine"
avg_cost_per_one_ha,Одеська область,UA51000000000030770,,660751.341681574,510,-1,,,8,2021,"Odesa Oblast, Ukraine"
avg_cost_per_one_ha,Полтавська область,UA53000000000028050,,111035.422343324,415,-1,,,8,2021,"Poltava Oblast, Ukraine"
avg_cost_per_one_ha,Рівненська область,UA56000000000066151,,129880.057101907,394,-1,,,8,2021,"Rivne Oblast, Ukraine"
avg_cost_per_one_ha,Сумська область,UA59000000000057109,,120000,277,-1,,,8,2021,"Sumy Oblast, Ukraine"
avg_cost_per_one_ha,Тернопільська область,UA61000000000060328,,512921.348314607,153,-1,,,8,2021,"Ternopil Oblast, Ukraine"
avg_cost_per_one_ha,Харківська область,UA63000000000041885,,752000,387,-1,,,8,2021,"Kharkiv Oblast, Ukraine"
avg_cost_per_one_ha,Херсонська область,UA65000000000030969,,290902.4,134,-1,,,8,2021,"Kherson Oblast, Ukraine"
avg_cost_per_one_ha,Хмельницька область,UA68000000000099709,,130537.814171123,364,-1,,,8,2021,"Khmelnytskyi Oblast, Ukraine"
avg_cost_per_one_ha,Черкаська область,UA71000000000010357,,60828.4935701163,266,-1,,,8,2021,"Cherkasy Oblast, Ukraine"
avg_cost_per_one_ha,Чернівецька область,UA73000000000044923,,311920.570012392,197,-1,,,8,2021,"Chernivtsi Oblast, Ukraine"
avg_cost_per_one_ha,Чернігівська область,UA74000000000025378,,117785.126666667,198,-1,,,8,2021,"Chernihiv Oblast, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,6325720,89,-1,,,8,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,6451642.84671533,86,-1,,,8,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,Україна,UA00000000000000000,,288300,9887,-1,,,9,2021,Ukraine
avg_cost_per_one_ha,Вінницька область,UA05000000000010236,,216813.643104301,271,-1,,,9,2021,"Vinnytsia Oblast, Ukraine"
avg_cost_per_one_ha,Волинська область,UA07000000000024379,,251033.91061245,272,-1,,,9,2021,"Volyn Oblast, Ukraine"
avg_cost_per_one_ha,Дніпропетровська область,UA12000000000090473,,205600.968400315,498,-1,,,9,2021,"Dnipropetrovsk Oblast, Ukraine"
avg_cost_per_one_ha,Донецька область,UA14000000000091971,,172407.265961614,300,-1,,,9,2021,"Donetsk Oblast, Ukraine"
avg_cost_per_one_ha,Житомирська область,UA18000000000041385,,200000,197,-1,,,9,2021,"Zhytomyr Oblast, Ukraine"
avg_cost_per_one_ha,Закарпатська область,UA21000000000011690,,308219.178082192,203,-1,,,9,2021,"Zakarpattia Oblast, Ukraine"
avg_cost_per_one_ha,Запорізька область,UA23000000000064947,,218890.4,303,-1,,,9,2021,"Zaporizhzhia Oblast, Ukraine"
avg_cost_per_one_ha,Івано-Франківська область,UA26000000000069363,,170746.634026928,170,-1,,,9,2021,"Ivano-Frankivsk Oblast, Ukraine"
avg_cost_per_one_ha,Київська область,UA32000000000030281,,800000,2570,-1,,,9,2021,"Kyiv Oblast, Ukraine"
avg_cost_per_one_ha,Кіровоградська область,UA35000000000016081,,100000,107,-1,,,9,2021,"Kirovohrad Oblast, Ukraine"
avg_cost_per_one_ha,Луганська область,UA44000000000018893,,98677.9354270681,48,-1,,,9,2021,"Luhansk Oblast, Ukraine"
avg_cost_per_one_ha,Львівська область,UA46000000000026241,,687265.211640212,974,-1,,,9,2021,"Lviv Oblast, Ukraine"
avg_cost_per_one_ha,Миколаївська область,UA48000000000039575,,168291.083916084,274,-1,,,9,2021,"Mykolaiv Oblast, Ukraine"
avg_cost_per_one_ha,Одеська область,UA51000000000030770,,690345.345345345,488,-1,,,9,2021,"Odesa Oblast, Ukraine"
avg_cost_per_one_ha,Полтавська область,UA53000000000028050,,133682.983682984,449,-1,,,9,2021,"Poltava Oblast, Ukraine"
avg_cost_per_one_ha,Рівненська область,UA56000000000066151,,99246.8389224849,377,-1,,,9,2021,"Rivne Oblast, Ukraine"
avg_cost_per_one_ha,Сумська область,UA59000000000057109,,72167.8584055459,348,-1,,,9,2021,"Sumy Oblast, Ukraine"
avg_cost_per_one_ha,Тернопільська область,UA61000000000060328,,291499.59903769,217,-1,,,9,2021,"Ternopil Oblast, Ukraine"
avg_cost_per_one_ha,Харківська область,UA63000000000041885,,600333.333333333,454,-1,,,9,2021,"Kharkiv Oblast, Ukraine"
avg_cost_per_one_ha,Херсонська область,UA65000000000030969,,425330.812854442,164,-1,,,9,2021,"Kherson Oblast, Ukraine"
avg_cost_per_one_ha,Хмельницька область,UA68000000000099709,,180859.080633007,371,-1,,,9,2021,"Khmelnytskyi Oblast, Ukraine"
avg_cost_per_one_ha,Черкаська область,UA71000000000010357,,80848.8063660477,270,-1,,,9,2021,"Cherkasy Oblast, Ukraine"
avg_cost_per_one_ha,Чернівецька область,UA73000000000044923,,143884.892086331,185,-1,,,9,2021,"Chernivtsi Oblast, Ukraine"
avg_cost_per_one_ha,Чернігівська область,UA74000000000025378,,109200,224,-1,,,9,2021,"Chernihiv Oblast, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,4600000,153,-1,,,9,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,4600000,153,-1,,,9,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,1491507.5,40,-1,,,9,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,Україна,UA00000000000000000,,300000,8806,-1,,,10,2021,Ukraine
avg_cost_per_one_ha,Вінницька область,UA05000000000010236,,275028.102031993,246,-1,,,10,2021,"Vinnytsia Oblast, Ukraine"
avg_cost_per_one_ha,Волинська область,UA07000000000024379,,227338.964379247,258,-1,,,10,2021,"Volyn Oblast, Ukraine"
avg_cost_per_one_ha,Дніпропетровська область,UA12000000000090473,,201841.754671943,422,-1,,,10,2021,"Dnipropetrovsk Oblast, Ukraine"
avg_cost_per_one_ha,Донецька область,UA14000000000091971,,218780.527086384,229,-1,,,10,2021,"Donetsk Oblast, Ukraine"
avg_cost_per_one_ha,Житомирська область,UA18000000000041385,,253455.657492355,139,-1,,,10,2021,"Zhytomyr Oblast, Ukraine"
avg_cost_per_one_ha,Закарпатська область,UA21000000000011690,,267000,173,-1,,,10,2021,"Zakarpattia Oblast, Ukraine"
avg_cost_per_one_ha,Запорізька область,UA23000000000064947,,172705,280,-1,,,10,2021,"Zaporizhzhia Oblast, Ukraine"
avg_cost_per_one_ha,Івано-Франківська область,UA26000000000069363,,271816.881258941,167,-1,,,10,2021,"Ivano-Frankivsk Oblast, Ukraine"
avg_cost_per_one_ha,Київська область,UA32000000000030281,,837341.80261706,2414,-1,,,10,2021,"Kyiv Oblast, Ukraine"
avg_cost_per_one_ha,Кіровоградська область,UA35000000000016081,,96246.3907603465,107,-1,,,10,2021,"Kirovohrad Oblast, Ukraine"
avg_cost_per_one_ha,Луганська область,UA44000000000018893,,107462.608239307,32,-1,,,10,2021,"Luhansk Oblast, Ukraine"
avg_cost_per_one_ha,Львівська область,UA46000000000026241,,566800,921,-1,,,10,2021,"Lviv Oblast, Ukraine"
avg_cost_per_one_ha,Миколаївська область,UA48000000000039575,,178875.638841567,239,-1,,,10,2021,"Mykolaiv Oblast, Ukraine"
avg_cost_per_one_ha,Одеська область,UA51000000000030770,,783348.933962264,438,-1,,,10,2021,"Odesa Oblast, Ukraine"
avg_cost_per_one_ha,Полтавська область,UA53000000000028050,,160346.04519774,368,-1,,,10,2021,"Poltava Oblast, Ukraine"
avg_cost_per_one_ha,Рівненська область,UA56000000000066151,,105460.254700791,342,-1,,,10,2021,"Rivne Oblast, Ukraine"
avg_cost_per_one_ha,Сумська область,UA59000000000057109,,76648.3516483516,251,-1,,,10,2021,"Sumy Oblast, Ukraine"
avg_cost_per_one_ha,Тернопільська область,UA61000000000060328,,,179,-1,,,10,2021,"Ternopil Oblast, Ukraine"
avg_cost_per_one_ha,Харківська область,UA63000000000041885,,683000,330,-1,,,10,2021,"Kharkiv Oblast, Ukraine"
avg_cost_per_one_ha,Херсонська область,UA65000000000030969,,260000,148,-1,,,10,2021,"Kherson Oblast, Ukraine"
avg_cost_per_one_ha,Хмельницька область,UA68000000000099709,,102140.214755972,360,-1,,,10,2021,"Khmelnytskyi Oblast, Ukraine"
avg_cost_per_one_ha,Черкаська область,UA71000000000010357,,128205.128205128,281,-1,,,10,2021,"Cherkasy Oblast, Ukraine"
avg_cost_per_one_ha,Чернівецька область,UA73000000000044923,,195502.34741784,184,-1,,,10,2021,"Chernivtsi Oblast, Ukraine"
avg_cost_per_one_ha,Чернігівська область,UA74000000000025378,,80000,189,-1,,,10,2021,"Chernihiv Oblast, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,6595833.33333333,109,-1,,,10,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,7044025.1572327,108,-1,,,10,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,6452200,95,-1,,,10,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,Україна,UA00000000000000000,,260319.042871386,9513,-1,,,11,2021,Ukraine
avg_cost_per_one_ha,Вінницька область,UA05000000000010236,,130114.922489482,244,-1,,,11,2021,"Vinnytsia Oblast, Ukraine"
avg_cost_per_one_ha,Волинська область,UA07000000000024379,,229064.76,305,-1,,,11,2021,"Volyn Oblast, Ukraine"
avg_cost_per_one_ha,Дніпропетровська область,UA12000000000090473,,150000,501,-1,,,11,2021,"Dnipropetrovsk Oblast, Ukraine"
avg_cost_per_one_ha,Донецька область,UA14000000000091971,,200000,229,-1,,,11,2021,"Donetsk Oblast, Ukraine"
avg_cost_per_one_ha,Житомирська область,UA18000000000041385,,125876.836168866,186,-1,,,11,2021,"Zhytomyr Oblast, Ukraine"
avg_cost_per_one_ha,Закарпатська область,UA21000000000011690,,310599.173553719,185,-1,,,11,2021,"Zakarpattia Oblast, Ukraine"
avg_cost_per_one_ha,Запорізька область,UA23000000000064947,,124000,287,-1,,,11,2021,"Zaporizhzhia Oblast, Ukraine"
avg_cost_per_one_ha,Івано-Франківська область,UA26000000000069363,,99849.5486459378,140,-1,,,11,2021,"Ivano-Frankivsk Oblast, Ukraine"
avg_cost_per_one_ha,Київська область,UA32000000000030281,,690409.622535211,2502,-1,,,11,2021,"Kyiv Oblast, Ukraine"
avg_cost_per_one_ha,Кіровоградська область,UA35000000000016081,,60000,94,-1,,,11,2021,"Kirovohrad Oblast, Ukraine"
avg_cost_per_one_ha,Луганська область,UA44000000000018893,,74800.5039899202,17,-1,,,11,2021,"Luhansk Oblast, Ukraine"
avg_cost_per_one_ha,Львівська область,UA46000000000026241,,567823.34384858,941,-1,,,11,2021,"Lviv Oblast, Ukraine"
avg_cost_per_one_ha,Миколаївська область,UA48000000000039575,,148783.585434174,234,-1,,,11,2021,"Mykolaiv Oblast, Ukraine"
avg_cost_per_one_ha,Одеська область,UA51000000000030770,,650000,536,-1,,,11,2021,"Odesa Oblast, Ukraine"
avg_cost_per_one_ha,Полтавська область,UA53000000000028050,,111111.111111111,373,-1,,,11,2021,"Poltava Oblast, Ukraine"
avg_cost_per_one_ha,Рівненська область,UA56000000000066151,,138169.257340242,359,-1,,,11,2021,"Rivne Oblast, Ukraine"
avg_cost_per_one_ha,Сумська область,UA59000000000057109,,74404.7619047619,283,-1,,,11,2021,"Sumy Oblast, Ukraine"
avg_cost_per_one_ha,Тернопільська область,UA61000000000060328,,447950.655197083,176,-1,,,11,2021,"Ternopil Oblast, Ukraine"
avg_cost_per_one_ha,Харківська область,UA63000000000041885,,780968,415,-1,,,11,2021,"Kharkiv Oblast, Ukraine"
avg_cost_per_one_ha,Херсонська область,UA65000000000030969,,283648.850720288,130,-1,,,11,2021,"Kherson Oblast, Ukraine"
avg_cost_per_one_ha,Хмельницька область,UA68000000000099709,,113696.721311475,482,-1,,,11,2021,"Khmelnytskyi Oblast, Ukraine"
avg_cost_per_one_ha,Черкаська область,UA71000000000010357,,62756.5035549979,297,-1,,,11,2021,"Cherkasy Oblast, Ukraine"
avg_cost_per_one_ha,Чернівецька область,UA73000000000044923,,153808.36,221,-1,,,11,2021,"Chernivtsi Oblast, Ukraine"
avg_cost_per_one_ha,Чернігівська область,UA74000000000025378,,200000,217,-1,,,11,2021,"Chernihiv Oblast, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,4700000,159,-1,,,11,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,4700000,157,-1,,,11,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,Україна,UA00000000000000000,,347421.052631579,10655,-1,,,12,2021,Ukraine
avg_cost_per_one_ha,Вінницька область,UA05000000000010236,,181382.041967494,242,-1,,,12,2021,"Vinnytsia Oblast, Ukraine"
avg_cost_per_one_ha,Волинська область,UA07000000000024379,,252792.586310185,398,-1,,,12,2021,"Volyn Oblast, Ukraine"
avg_cost_per_one_ha,Дніпропетровська область,UA12000000000090473,,173872,579,-1,,,12,2021,"Dnipropetrovsk Oblast, Ukraine"
avg_cost_per_one_ha,Донецька область,UA14000000000091971,,210000,319,-1,,,12,2021,"Donetsk Oblast, Ukraine"
avg_cost_per_one_ha,Житомирська область,UA18000000000041385,,239614.855570839,175,-1,,,12,2021,"Zhytomyr Oblast, Ukraine"
avg_cost_per_one_ha,Закарпатська область,UA21000000000011690,,248068,253,-1,,,12,2021,"Zakarpattia Oblast, Ukraine"
avg_cost_per_one_ha,Запорізька область,UA23000000000064947,,200000,237,-1,,,12,2021,"Zaporizhzhia Oblast, Ukraine"
avg_cost_per_one_ha,Івано-Франківська область,UA26000000000069363,,115937.5,179,-1,,,12,2021,"Ivano-Frankivsk Oblast, Ukraine"
avg_cost_per_one_ha,Київська область,UA32000000000030281,,698070,2972,-1,,,12,2021,"Kyiv Oblast, Ukraine"
avg_cost_per_one_ha,Кіровоградська область,UA35000000000016081,,170000,140,-1,,,12,2021,"Kirovohrad Oblast, Ukraine"
avg_cost_per_one_ha,Луганська область,UA44000000000018893,,94178.0821917808,31,-1,,,12,2021,"Luhansk Oblast, Ukraine"
avg_cost_per_one_ha,Львівська область,UA46000000000026241,,730044.123545929,1133,-1,,,12,2021,"Lviv Oblast, Ukraine"
avg_cost_per_one_ha,Миколаївська область,UA48000000000039575,,188000,173,-1,,,12,2021,"Mykolaiv Oblast, Ukraine"
avg_cost_per_one_ha,Одеська область,UA51000000000030770,,749737.206454018,564,-1,,,12,2021,"Odesa Oblast, Ukraine"
avg_cost_per_one_ha,Полтавська область,UA53000000000028050,,134483.064643591,426,-1,,,12,2021,"Poltava Oblast, Ukraine"
avg_cost_per_one_ha,Рівненська область,UA56000000000066151,,97004.9735449735,410,-1,,,12,2021,"Rivne Oblast, Ukraine"
avg_cost_per_one_ha,Сумська область,UA59000000000057109,,91206.5439672802,325,-1,,,12,2021,"Sumy Oblast, Ukraine"
avg_cost_per_one_ha,Тернопільська область,UA61000000000060328,,468601.134215501,221,-1,,,12,2021,"Ternopil Oblast, Ukraine"
avg_cost_per_one_ha,Харківська область,UA63000000000041885,,666666.666666667,368,-1,,,12,2021,"Kharkiv Oblast, Ukraine"
avg_cost_per_one_ha,Херсонська область,UA65000000000030969,,337413.98696219,152,-1,,,12,2021,"Kherson Oblast, Ukraine"
avg_cost_per_one_ha,Хмельницька область,UA68000000000099709,,206561.066666667,479,-1,,,12,2021,"Khmelnytskyi Oblast, Ukraine"
avg_cost_per_one_ha,Черкаська область,UA71000000000010357,,165798,261,-1,,,12,2021,"Cherkasy Oblast, Ukraine"
avg_cost_per_one_ha,Чернівецька область,UA73000000000044923,,212666.666666667,246,-1,,,12,2021,"Chernivtsi Oblast, Ukraine"
avg_cost_per_one_ha,Чернігівська область,UA74000000000025378,,96666.6666666667,220,-1,,,12,2021,"Chernihiv Oblast, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,6770654.07854985,152,-1,,,12,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,6783000,151,-1,,,12,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,6233167.08229426,63,-1,,,12,2021,"Kyiv, Ukraine"
avg_cost_per_one_ha,Україна,UA00000000000000000,,367647.058823529,4835,-1,,,1,2022,Ukraine
avg_cost_per_one_ha,Вінницька область,UA05000000000010236,,237733.718157862,118,-1,,,1,2022,"Vinnytsia Oblast, Ukraine"
avg_cost_per_one_ha,Волинська область,UA07000000000024379,,264693.946361898,146,-1,,,1,2022,"Volyn Oblast, Ukraine"
avg_cost_per_one_ha,Дніпропетровська область,UA12000000000090473,,140000,267,-1,,,1,2022,"Dnipropetrovsk Oblast, Ukraine"
avg_cost_per_one_ha,Донецька область,UA14000000000091971,,154340.495049505,137,-1,,,1,2022,"Donetsk Oblast, Ukraine"
avg_cost_per_one_ha,Житомирська область,UA18000000000041385,,517003.780718336,100,-1,,,1,2022,"Zhytomyr Oblast, Ukraine"
avg_cost_per_one_ha,Закарпатська область,UA21000000000011690,,334850.058027079,146,-1,,,1,2022,"Zakarpattia Oblast, Ukraine"
avg_cost_per_one_ha,Запорізька область,UA23000000000064947,,429796.640316206,116,-1,,,1,2022,"Zaporizhzhia Oblast, Ukraine"
avg_cost_per_one_ha,Івано-Франківська область,UA26000000000069363,,350506.756756757,75,-1,,,1,2022,"Ivano-Frankivsk Oblast, Ukraine"
avg_cost_per_one_ha,Київська область,UA32000000000030281,,797101.449275362,1261,-1,,,1,2022,"Kyiv Oblast, Ukraine"
avg_cost_per_one_ha,Кіровоградська область,UA35000000000016081,,141918.7,52,-1,,,1,2022,"Kirovohrad Oblast, Ukraine"
avg_cost_per_one_ha,Луганська область,UA44000000000018893,,123289.523182545,26,-1,,,1,2022,"Luhansk Oblast, Ukraine"
avg_cost_per_one_ha,Львівська область,UA46000000000026241,,722716.037960295,514,-1,,,1,2022,"Lviv Oblast, Ukraine"
avg_cost_per_one_ha,Миколаївська область,UA48000000000039575,,105568.757763975,78,-1,,,1,2022,"Mykolaiv Oblast, Ukraine"
avg_cost_per_one_ha,Одеська область,UA51000000000030770,,1028798.07692308,242,-1,,,1,2022,"Odesa Oblast, Ukraine"
avg_cost_per_one_ha,Полтавська область,UA53000000000028050,,118624.65849387,196,-1,,,1,2022,"Poltava Oblast, Ukraine"
avg_cost_per_one_ha,Рівненська область,UA56000000000066151,,106546.261089987,191,-1,,,1,2022,"Rivne Oblast, Ukraine"
avg_cost_per_one_ha,Сумська область,UA59000000000057109,,92961.4873837981,121,-1,,,1,2022,"Sumy Oblast, Ukraine"
avg_cost_per_one_ha,Тернопільська область,UA61000000000060328,,530326.986476485,78,-1,,,1,2022,"Ternopil Oblast, Ukraine"
avg_cost_per_one_ha,Харківська область,UA63000000000041885,,464000,205,-1,,,1,2022,"Kharkiv Oblast, Ukraine"
avg_cost_per_one_ha,Херсонська область,UA65000000000030969,,745406.482965932,62,-1,,,1,2022,"Kherson Oblast, Ukraine"
avg_cost_per_one_ha,Хмельницька область,UA68000000000099709,,238165.04,238,-1,,,1,2022,"Khmelnytskyi Oblast, Ukraine"
avg_cost_per_one_ha,Черкаська область,UA71000000000010357,,90000,137,-1,,,1,2022,"Cherkasy Oblast, Ukraine"
avg_cost_per_one_ha,Чернівецька область,UA73000000000044923,,315000,131,-1,,,1,2022,"Chernivtsi Oblast, Ukraine"
avg_cost_per_one_ha,Чернігівська область,UA74000000000025378,,147469.75,140,-1,,,1,2022,"Chernihiv Oblast, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,7582944.90263459,58,-1,,,1,2022,"Kyiv, Ukraine"
avg_cost_per_one_ha,м. Київ,UA80000000000093317,,7744399.4907572,56,-1,,,1,2022,"Kyiv, Ukraine"
avg_cost_per_one_ha,Україна,UA00000000000000000,,377498.167729463,4838,-1,,,2,2022,Ukraine
avg_cost_per_one_ha,Вінницька область,UA05000000000010236,,195756.270627063,128,-1,,,2,2022,"Vinnytsia Oblast, Ukraine"
avg_cost_per_one_ha,Волинська область,UA07000000000024379,,299823.733075435,164,-1,,,2,2022,"Volyn Oblast, Ukraine"
avg_cost_per_one_ha,Дніпропетровська область,UA12000000000090473,,121250,255,-1,,,2,2022,"Dnipropetrovsk Oblast, Ukraine"
avg_cost_per_one_ha,Донецька область,UA14000000000091971,,155854.58573591,120,-1,,,2,2022,"Donetsk Oblast, Ukraine"
avg_cost_per_one_ha,Житомирська область,UA18000000000041385,,330381.133400201,96,-1,,,2,2022,"Zhytomyr Oblast, Ukraine"
avg_cost_per_one_ha,Закарпатська область,UA21000000000011690,,402466.359674185,130,-1,,,2,2022,"Zakarpattia Oblast, Ukraine"
avg_cost_per_one_ha,Запорізька область,UA23000000000064947,,176120,106,-1,,,2,2022,"Zaporizhzhia Oblast, Ukraine"
avg_cost_per_one_ha,Івано-Франківська область,UA26000000000069363,,139937.845303867,110,-1,,,2,2022,"Ivano-Frankivsk Oblast, Ukraine"
avg_cost_per_one_ha,Київська область,UA32000000000030281,,723073.882306084,1078,-1,,,2,2022,"Kyiv Oblast, Ukraine"
avg_cost_per_one_ha,Кіровоградська область,UA35000000000016081,,161550.218340611,53,-1,,,2,2022,"Kirovohrad Oblast, Ukraine"
avg_cost_per_one_ha,Луганська область,UA44000000000018893,,86400,17,-1,,,2,2022,"Luhansk Oblast, Ukraine"
avg_cost_per_one_ha,Львівська область,UA46000000000026241,,775225.555555556,697,-1,,,2,2022,"Lviv Oblast, Ukraine"
avg_cost_per_one_ha,Миколаївська область,UA48000000000039575,,171023.158694001,88,-1,,,2,2022,"Mykolaiv Oblast, Ukraine"
avg_cost_per_one_ha,Одеська область,UA51000000000030770,,641544.296116505,276,-1,,,2,2022,"Odesa Oblast, Ukraine"
avg_cost_per_one_ha,Полтавська область,UA53000000000028050,,147966.316922249,218,-1,,,2,2022,"Poltava Oblast, Ukraine"
avg_cost_per_one_ha,Рівненська область,UA56000000000066151,,99040,210,-1,,,2,2022,"Rivne Oblast, Ukraine"
