kpi_enum,territory,territory_code,group,value,cnt_cost_not_null,layer,value_data,value_data_prev,month,year,territory_en
land_market_average_price_per_ga,Луганська область,UA44000000000018893,,25874.9,,-1,,,3,2026,"Luhansk Oblast, Ukraine"
land_market_average_price_per_ga,Львівська область,UA46000000000026241,,104379.03,,-1,,,3,2026,"Lviv Oblast, Ukraine"
land_market_average_price_per_ga,Миколаївська область,UA48000000000039575,,32828.19,,-1,,,3,2026,"Mykolaiv Oblast, Ukraine"
land_market_average_price_per_ga,Одеська область,UA51000000000030770,,38680.57,,-1,,,3,2026,"Odesa Oblast, Ukraine"
land_market_average_price_per_ga,Полтавська область,UA53000000000028050,,56677.23,,-1,,,3,2026,"Poltava Oblast, Ukraine"
land_market_average_price_per_ga,Рівненська область,UA56000000000066151,,55876.7,,-1,,,3,2026,"Rivne Oblast, Ukraine"
land_market_average_price_per_ga,Сумська область,UA59000000000057109,,37099.99,,-1,,,3,2026,"Sumy Oblast, Ukraine"
land_market_average_price_per_ga,Тернопільська область,UA61000000000060328,,73452.35,,-1,,,3,2026,"Ternopil Oblast, Ukraine"
land_market_average_price_per_ga,Харківська область,UA63000000000041885,,38649.01,,-1,,,3,2026,"Kharkiv Oblast, Ukraine"
land_market_average_price_per_ga,Херсонська область,UA65000000000030969,,25673.27,,-1,,,3,2026,"Kherson Oblast, Ukraine"
land_market_average_price_per_ga,Хмельницька область,UA68000000000099709,,53501.84,,-1,,,3,2026,"Khmelnytskyi Oblast, Ukraine"
land_market_average_price_per_ga,Черкаська область,UA71000000000010357,,50177.96,,-1,,,3,2026,"Cherkasy Oblast, Ukraine"
land_market_average_price_per_ga,Чернівецька область,UA73000000000044923,,61583.25,,-1,,,3,2026,"Chernivtsi Oblast, Ukraine"
land_market_average_price_per_ga,Чернігівська область,UA74000000000025378,,40103.49,,-1,,,3,2026,"Chernihiv Oblast, Ukraine"
